idade,renda,tempo_cliente,frequencia,reclamacoes,engajamento,dias_sem_comprar,desconto,ticket,gasto_mensal
52.18718525493398,7222.527214819634,9.166697865031455,12.05345185931724,2,50.71459693556086,51.65394706893586,11.231009522897995,184.5311435606762,2301.034060034161
47.66874169480035,5082.849653167327,4.721899002763566,2.6580380686559586,0,45.45972137501749,16.164334385931646,13.63907320644418,205.9453602702457,1835.2081435483828
25.879437782032085,6023.151106012087,3.8592695671270016,7.357666932868264,2,61.97155820047065,18.737339532660016,7.159874445093166,208.08150154134847,2300.499370752229
35.51444646574397,7666.836253075138,1.362272760542722,11.64204875280218,1,87.15899931127976,22.557905885973728,11.486327774872713,188.3047134834389,2703.9129267776693
47.06331134337799,3426.372493834749,4.551069681635228,6.29505729684473,2,43.898328864910994,30.14176547110269,2.857469693500539,95.19459858345073,1757.393533687905
49.82424153273015,2956.799927253014,2.4164040317473128,7.625606427036804,0,29.75134893400884,35.25522765832486,14.72709333604266,78.66359687425941,1673.5056516841626
49.42194267375264,3715.0592008635663,3.595893144202227,7.533220722542857,3,53.58511148963322,4.081665807015876,10.717272160966514,136.13708936890197,2485.0734237549946
53.833464430778655,4202.007450172488,4.574563290097728,9.29230123784068,2,9.51143518631872,48.31198921386648,20.029371920724337,229.34407769626543,1699.659378425225
36.99011971063385,7268.172528246233,7.434256262601504,4.714531760261508,1,89.27776761400264,26.32525327232588,7.7419566007656435,104.5761703848666,2647.1315186778547
44.24584654197776,11392.59066172703,2.625019210449376,8.313832691347505,1,78.53577109179662,34.793250535749344,7.179499114521,200.56809221700604,2709.1444656569447
53.530908140298905,13926.124684253013,4.877501305780914,5.928498012762313,0,79.57045351619175,70.82158942076802,15.27314452082772,208.6128094521589,2957.0397600730967
32.117154865705096,6237.669706295261,2.135157272695641,13.25637233199323,1,77.29578358933512,23.174707427401817,8.226560484447791,110.2183665831844,2036.8251093315816
36.97968327191842,6576.8191723537175,1.311576204708158,8.07200183889644,3,73.18707697845622,62.74906193262696,17.929399787304057,183.70859216886143,2497.6772730475227
61.0268406982416,5472.15715340903,3.4015044923064948,9.060497865337354,1,94.3196780597391,84.66185771356776,15.036202405489547,183.65590476647253,2540.195675323376
36.32678756913412,5341.27169633414,4.26812026747669,8.134678497868482,0,31.41020522715849,12.5702862085125,17.533227025922496,189.65819108805044,2063.2159885055567
36.82370265387989,7712.612607411116,2.6721210577101924,5.365360783544345,5,61.23145284066792,34.24859503195508,14.141931045862412,231.44404447643143,2353.300453233472
46.37529923682886,2669.5511187945067,2.028042833004155,11.2050289308543,1,81.51393970319157,60.30710393265629,19.724231008015213,206.4229505422672,2524.0779079436124
31.58025109747769,5056.77891149082,5.36960380037957,12.701927318389645,2,77.07072783104815,59.19526540088078,11.064066677680744,128.1824899823855,2339.259060695468
47.07161575959654,5836.329464733643,6.265844504030632,12.490047488627456,1,79.19877954018017,102.42411642230726,9.829939764610746,234.8377048353666,2170.2326299417728
32.93788357502837,4645.179568983439,3.210922953371948,9.055093303746997,1,86.11438635897596,25.03504402089098,9.905065191146344,215.1061118675008,2346.8253491640467
54.832013763219294,4021.310235951136,2.327794598670283,2.0842890684470188,3,63.79447158712198,73.83030159300772,0.4633922063666222,158.75644590591136,1511.967038583314
54.70205312799679,4834.014272528968,2.312999401150853,5.358112505744232,1,75.28480653125882,16.112420891354283,11.276871220107507,146.9734967248854,1614.4045500111326
33.41500463040468,8162.6655643403,4.883217147999765,5.251662619026159,0,34.7318973957025,35.53974238725891,16.801936730558396,117.75586885637657,1872.9473727158013
35.13183336969264,3470.782723416559,2.821032221872985,8.684984701060019,2,81.73506189716956,9.060076934002243,1.7518353395657638,111.44387814047924,1347.325555170662
36.226336410437554,6329.322182685655,2.7495748814602665,7.283043238460317,1,61.39849060709111,24.143754043342,11.601292816646897,160.44521993776112,1982.2098420785933
54.47638733182433,11309.227543954032,3.8193565840284975,7.705613783492134,0,56.314758411709576,27.39504411303385,11.969497839365047,170.7456984889122,2864.421124839572
50.77101488119429,5975.890280411972,3.3682684194819967,7.508702273891144,1,83.55350059737012,26.599832676018607,10.402631564446324,190.9596371177121,3259.9788566284324
40.89868531369755,9591.514242435873,12.331547186807729,6.91701478470417,3,35.30088609302989,36.29916758056866,7.558626030304349,113.04802410692233,2609.798200328832
48.75694764827772,7498.055908141665,4.254100231691874,8.280350568631258,0,48.37005216859595,59.36703421022163,11.524881813065578,69.64512391030198,2592.9736249358493
55.48332093595983,8401.835368406082,4.498177159911724,6.617377152260808,1,51.93915096024328,15.207830125434072,16.42556436929361,134.83256314257432,3251.9608072031288
35.11190593961704,2370.926759769131,5.694135590928907,10.689465871021651,0,92.50683093190788,67.52786502667982,3.076044791491117,176.12946061849246,1686.3470103415104
61.39696899503048,5238.494336290439,8.54654985536685,6.474976656375367,3,60.232123846934016,9.78886380594477,14.400748598590496,99.64056752285764,2987.8724584642864
41.52098773698618,3195.589047311857,9.064344113625433,11.426634648624944,3,71.83605285269678,71.71053740652923,5.905066398240291,116.1882932518558,2212.4364186045605
49.83454436745251,1939.2993183877395,4.20690485832968,5.303400726611214,5,66.91327501711001,19.097201243157137,16.866057730627745,105.06671718295436,2294.4977028028825
29.0254184670638,6841.010619444522,3.2433030862216814,7.968728610265312,2,55.06523979678904,35.511809552191494,14.588417588473227,131.12363344052753,2856.5544919363424
50.321353864138025,5690.609903809728,14.214749004835785,5.543771190437365,1,45.75236755478235,44.15065103103626,3.3742509149704407,118.95153175631556,2435.4958910907576
41.71103627360835,3971.086214468318,1.6340373675508857,7.692496892904101,1,9.942321181814824,23.47000193000197,11.771584621062203,187.9480940757601,1769.1418255870306
41.57118954949717,3870.193813703683,4.7775663993665285,7.206718395307622,4,8.579511370855647,24.087766590274715,7.055809467615359,141.54984796328043,1533.955038541147
56.27034136528552,2445.8445654310344,2.095251653648507,2.1706378916108537,1,73.56580427649014,42.30987785526609,16.080911383766814,283.6326261575292,1609.0849101931326
42.861527609128245,6200.856213052773,2.167691481145817,6.501031405745132,2,50.99928133774393,14.53760039707284,15.699062787327986,251.11938796927603,2948.399875982724
40.71215672810421,8396.226365296652,8.50218080250262,11.27046690466106,1,31.511479510657527,25.01007878016512,11.047948544883786,104.10459208453564,2361.1867794728487
28.508438476751955,7067.516317222228,4.2361516987050525,9.411211904583688,3,49.579508994081614,17.361303076229,20.165768578163032,136.89592430144475,3283.623255495335
52.06795225311199,3405.0809239964947,1.3058866372426914,4.450981393037021,3,39.013650503587336,33.93111419325638,9.157513833360213,92.73656278149552,1259.7799552572656
61.53951227844638,9534.3237555819,5.130213048439545,10.886661718405874,1,69.39734186717024,16.934271914430205,3.543458010128546,154.63693532371545,2323.089350232972
31.435558948034625,9752.60918481614,0.9503260453553452,12.73878250660257,6,25.50429230948554,34.23193189693393,14.35851498182726,175.8629634236526,1509.202407581834
52.06586376811642,9798.977890418017,3.2345532492302604,6.168373436038318,0,56.228364551949575,124.20368102972448,14.380220124165696,163.49590687579857,1918.2280188046643
42.56525337479805,8583.035117017136,3.59543245951274,5.700882137684882,2,38.77898519326765,12.35143085641386,15.060073088071714,236.81061750001936,2469.433432041247
35.27589209226343,8344.696181559448,4.88816475623436,15.678585369997124,3,75.31907706113795,57.34369646906045,15.442880292789408,123.23530571829968,2208.955074966041
41.5813386421379,5386.663089798889,8.151887365233788,7.3864422167977075,4,25.09725174707423,90.97871599605848,16.426567249000737,153.5321802177341,2176.3683050057034
23.66219796224337,9560.406662843232,2.838108565670209,4.7175712351090535,2,44.06951161714735,62.70415802160828,13.687930061604655,112.09497367170256,2349.802273297984
47.94144063654046,3953.03886147263,8.991123398771268,6.970511897800261,0,42.32136150742743,9.077013846970344,8.399665329593114,227.72875819402933,2190.065463494327
46.64957120439737,9761.37265735012,5.989223152210145,14.257481490329612,2,37.833360555092845,24.878310134706176,13.311612888564945,259.01584377654706,2561.9795157995813
29.035432449988345,7934.754918467884,4.009546871138958,8.889664583894195,0,68.0403639136748,88.69454496294097,16.754087650601598,280.69145075221945,3105.51609560756
34.36035146623251,10664.614436062247,4.041277684548736,9.721791846099284,4,42.531641226473305,26.93620428209174,1.006902574445725,272.7792714445836,1824.685927091945
54.73849166321733,15006.041947401016,10.733487269003698,10.762839329214628,2,74.13692463724306,32.297412568288856,5.434728792048412,235.45369325508912,3590.729851246853
51.9520206517204,2787.249899632336,2.498502796893997,10.90050845352763,0,69.57999469116201,51.59490311160402,8.481431164011006,214.702316439222,1975.0206585447
40.39015303775483,3102.7105069637987,12.362796761361457,11.56253562246046,3,36.23442594953641,51.70981144704247,6.509023881782397,228.9427197955341,1856.1845502590047
33.906969121703625,2766.634432495705,7.378080423166113,9.401828805515445,2,63.6712622040673,73.29575459169459,11.612905587538,229.87181445188145,2564.9650107478983
27.26929527786467,5106.946693968307,6.134611590760547,3.97822625595475,3,83.64927134734039,44.03364353733494,15.94486196029992,120.4934641575708,2516.839205505549
41.506882272367726,5800.930209449024,5.809108376879225,4.8802806959736325,6,65.70451359963722,14.665786682139244,11.931480879745893,125.7235835165528,2341.614569458567
60.10294874980031,4286.447354077753,2.087958721659582,2.296374124921183,3,48.73315820795176,5.943112649137653,19.2943264925366,202.6205138457474,2674.584094042169
29.90362221190309,2771.0704931890887,11.1296128207652,1.0,1,84.42548488726555,49.43734066726522,23.86609200487788,202.6612624037681,2529.794422781859
55.51120272626438,1916.6221483667352,3.6619654263859314,5.481191003366936,1,56.039246843607,29.603191178176463,22.81861929230508,228.67707358738767,1993.901048229701
41.641102752402006,7739.271579601683,7.51165642315444,6.414053874037714,3,66.45887596363093,67.5207854143489,12.686506258185368,228.6920719865689,1948.2841028626983
33.52047210695084,6101.505889331039,3.7539721930248016,7.5894965819663796,1,69.51497914990613,21.397164852900964,11.124535702775296,171.8951378953824,2462.247111565011
56.59452060500272,7872.902403050338,3.298750359313709,6.482603732657182,1,26.001147881924275,24.360945940103424,5.090913293590485,262.2789981796195,1770.8227011493643
49.59374177506098,7161.868204314044,4.71792918761389,10.875713084605716,2,59.75072677541505,25.32329819472529,15.120089434160432,191.4131393895105,2463.031447712755
36.21173797326451,3997.808055228548,1.453688482723786,6.724144384585173,1,67.67075581399578,54.36840600504358,8.107127817690266,145.8577245406122,1412.167252755518
